stats_g/std,test/mean_Q,test/episode,epoch,stats_o/mean,test/success_rate,train/success_rate,stats_o/std,train/episode,stats_g/mean
0.09594482,-2.9434469,20.0,0,0.23815788,0.00625,0.01,0.044195298,100.0,0.85621905
0.09599278,-4.9618635,40.0,1,0.23846628,0.00625,0.011875,0.04403135,200.0,0.8574653
0.0959721,-6.9867644,60.0,2,0.2386113,0.0125,0.013750000000000002,0.043888625,300.0,0.85790616
0.09595426,-8.839144,80.0,3,0.23875877,0.015625,0.0125,0.04576339,400.0,0.8583889
0.095800124,-10.728029,100.0,4,0.23875,0.009375000000000001,0.01625,0.049004152,500.0,0.8584144
0.09556007,-12.394337,120.0,5,0.23878685,0.015625,0.01125,0.051975217,600.0,0.858368
0.0960798,-14.06002,140.0,6,0.23884009,0.00625,0.009375000000000001,0.05806792,700.0,0.8583355
0.096528865,-15.466984,160.0,7,0.238866,0.0125,0.019375,0.06385142,800.0,0.8583762
0.096869946,-16.723991,180.0,8,0.23904526,0.025,0.014375000000000002,0.06820118,900.0,0.8583954
0.09700488,-18.216015,200.0,9,0.23917083,0.028125000000000004,0.018125000000000002,0.07144897,1000.0,0.858285
0.09732031,-19.290005,220.0,10,0.23923038,0.040625,0.013125000000000001,0.07374701,1100.0,0.85838175
0.097605966,-21.116032,240.0,11,0.23929949,0.009375000000000001,0.015,0.07534355,1200.0,0.858186
0.09766386,-21.88829,260.0,12,0.23934548,0.028125000000000004,0.024375,0.07663513,1300.0,0.8581724
0.097775705,-22.770947,280.0,13,0.2393198,0.034375,0.015625,0.07766283,1400.0,0.85813755
0.09784446,-23.96245,300.0,14,0.23938595,0.034375,0.018750000000000003,0.07908084,1500.0,0.85810596
0.098112285,-24.66109,320.0,15,0.23938201,0.028125,0.015000000000000001,0.08031964,1600.0,0.85796237
0.09836376,-25.518322,340.0,16,0.23943417,0.043750000000000004,0.02125,0.08214946,1700.0,0.8579232
0.09903041,-26.217333,360.0,17,0.23944955,0.05,0.0325,0.08453542,1800.0,0.8579459
0.09940443,-26.734694,380.0,18,0.23950666,0.043750000000000004,0.025625,0.08711461,1900.0,0.85797054
0.10016016,-27.025913,400.0,19,0.2395345,0.059375,0.026250000000000002,0.09024749,2000.0,0.8580623
0.10197461,-25.37741,420.0,20,0.23965006,0.084375,0.045625,0.09452265,2100.0,0.8583186
0.103129156,-26.12429,440.0,21,0.23972717,0.159375,0.045,0.09864781,2200.0,0.8583943
0.10449264,-23.961475,460.0,22,0.2398811,0.18437499999999998,0.0675,0.1027008,2300.0,0.8584697
0.1055545,-22.503923,480.0,23,0.2399725,0.22812500000000002,0.084375,0.105911896,2400.0,0.85838455
0.106183946,-22.073643,500.0,24,0.2399944,0.303125,0.15250000000000002,0.10976605,2500.0,0.85837764
0.10691782,-19.320435,520.0,25,0.23995447,0.46875,0.17625,0.113295905,2600.0,0.8583169
0.107509516,-18.244846,540.0,26,0.24003445,0.5,0.21687499999999998,0.116689965,2700.0,0.85847616
0.10788223,-15.601049,560.0,27,0.24016814,0.628125,0.265,0.11998985,2800.0,0.8587492
0.10822845,-15.39719,580.0,28,0.24020214,0.65,0.3175,0.12318997,2900.0,0.8590253
0.10862496,-14.333935,600.0,29,0.2403027,0.653125,0.35,0.12614208,3000.0,0.85947806
0.10900482,-13.801342,620.0,30,0.24038143,0.6656249999999999,0.36124999999999996,0.12886786,3100.0,0.85992175
0.109320946,-13.325617,640.0,31,0.24047782,0.6343749999999999,0.349375,0.13134915,3200.0,0.86028415
0.11060906,-12.206104,660.0,32,0.24056058,0.7,0.37375,0.1336053,3300.0,0.86049986
0.11073566,-11.006105,680.0,33,0.24065769,0.7374999999999999,0.381875,0.13555178,3400.0,0.8608255
0.1107975,-11.244622,700.0,34,0.24079369,0.75625,0.39125,0.13743746,3500.0,0.8611129
0.11084332,-11.204407,720.0,35,0.24095127,0.8187500000000001,0.39375000000000004,0.13914695,3600.0,0.86144954
0.11112704,-8.795473,740.0,36,0.24112892,0.8531249999999999,0.410625,0.14087355,3700.0,0.86175317
0.11153831,-10.42777,760.0,37,0.24133286,0.65625,0.434375,0.14248794,3800.0,0.86210185
0.11170697,-8.309627,780.0,38,0.2415192,0.8687499999999999,0.406875,0.14402585,3900.0,0.86246604
0.112793766,-7.851555,800.0,39,0.24168214,0.8843749999999999,0.41250000000000003,0.14553624,4000.0,0.86288285
0.11300684,-7.4411497,820.0,40,0.24188974,0.815625,0.42437500000000006,0.14679572,4100.0,0.8632798
0.11327029,-6.734004,840.0,41,0.24204059,0.90625,0.41625,0.14794743,4200.0,0.86359507
0.11352712,-7.0340877,860.0,42,0.24217556,0.8375,0.4275,0.14898199,4300.0,0.8639474
0.113776326,-6.649157,880.0,43,0.24229518,0.815625,0.4325,0.14999959,4400.0,0.8641853
0.116506755,-5.9846387,900.0,44,0.24235684,0.89375,0.395,0.15097024,4500.0,0.86441356
0.11673909,-6.6391587,920.0,45,0.2424205,0.803125,0.390625,0.15168104,4600.0,0.86464643
0.11700111,-5.2761655,940.0,46,0.2424958,0.9125,0.41437500000000005,0.15230218,4700.0,0.8649023
0.117182575,-5.3264503,960.0,47,0.24257976,0.9093749999999999,0.42500000000000004,0.152832,4800.0,0.86514395
0.11726276,-4.2749543,980.0,48,0.24264649,0.903125,0.42125,0.15333231,4900.0,0.86533564
0.11735529,-4.9529037,1000.0,49,0.24268627,0.803125,0.399375,0.1538547,5000.0,0.8654726
0.11723254,-3.8906999,1020.0,50,0.24269515,0.7749999999999999,0.3675,0.15427047,5100.0,0.8655362
0.117530786,-3.6585107,1040.0,51,0.24266598,0.684375,0.36375,0.15475835,5200.0,0.8654873
0.117356785,-4.5594006,1060.0,52,0.24268432,0.6375,0.32,0.15514228,5300.0,0.8655428
0.11734196,-4.201928,1080.0,53,0.24267675,0.70625,0.35624999999999996,0.15555984,5400.0,0.86549634
0.11915492,-5.2500973,1100.0,54,0.242668,0.6375000000000001,0.33687500000000004,0.15607233,5500.0,0.8655324
0.118944615,-5.4943056,1120.0,55,0.24267197,0.703125,0.33625,0.15635552,5600.0,0.86556125
0.118813396,-5.0638576,1140.0,56,0.2426601,0.740625,0.344375,0.15652668,5700.0,0.8655918
0.11871019,-5.4368258,1160.0,57,0.24265276,0.7718750000000001,0.37125,0.15659806,5800.0,0.86563045
0.1185509,-5.601493,1180.0,58,0.24266659,0.796875,0.405,0.15673381,5900.0,0.8656551
0.11846137,-5.043241,1200.0,59,0.24269064,0.8,0.421875,0.15683755,6000.0,0.86575943
0.118428506,-4.7006426,1220.0,60,0.24273859,0.853125,0.419375,0.15695313,6100.0,0.86587405
0.11844667,-4.6139183,1240.0,61,0.24277592,0.8375,0.43999999999999995,0.15711881,6200.0,0.86602956
0.11843277,-4.0365477,1260.0,62,0.2427989,0.91875,0.453125,0.15733108,6300.0,0.8662196
0.120549686,-3.6103406,1280.0,63,0.24285704,0.93125,0.474375,0.15783802,6400.0,0.8664586
0.120520644,-4.589011,1300.0,64,0.24289912,0.796875,0.40249999999999997,0.15797648,6500.0,0.86660844
0.12044885,-4.938133,1320.0,65,0.24289712,0.746875,0.409375,0.15806656,6600.0,0.8666977
0.120277844,-5.0016804,1340.0,66,0.24294205,0.71875,0.37625000000000003,0.15815355,6700.0,0.86678123
0.1200765,-4.912952,1360.0,67,0.24297613,0.684375,0.36125,0.15824062,6800.0,0.8667938
0.11987838,-5.1728106,1380.0,68,0.24298035,0.6812499999999999,0.3725,0.15845159,6900.0,0.8668291
0.11972821,-5.152182,1400.0,69,0.24299143,0.703125,0.370625,0.15853819,7000.0,0.86686635
0.119573325,-4.8338194,1420.0,70,0.24301365,0.7718750000000001,0.385,0.15865794,7100.0,0.8669436
0.119464375,-5.2009926,1440.0,71,0.24303864,0.7718750000000001,0.390625,0.15880759,7200.0,0.86704606
0.11950073,-5.5437174,1460.0,72,0.24307509,0.76875,0.41125,0.15888935,7300.0,0.8671417
0.11947239,-4.851037,1480.0,73,0.24310948,0.84375,0.38875000000000004,0.15905917,7400.0,0.8672194
0.11944624,-4.033268,1500.0,74,0.24315193,0.878125,0.43000000000000005,0.1592438,7500.0,0.8673077
0.11945203,-4.4521904,1520.0,75,0.243188,0.8656250000000001,0.436875,0.1594081,7600.0,0.867377
0.11946168,-3.4880552,1540.0,76,0.24322991,0.959375,0.428125,0.15954736,7700.0,0.86748785
0.11951405,-4.7889442,1560.0,77,0.24329077,0.828125,0.479375,0.15965518,7800.0,0.8675867
0.11967354,-3.6001477,1580.0,78,0.24331604,0.921875,0.445,0.15980159,7900.0,0.86767143
0.11969656,-3.9645684,1600.0,79,0.24334683,0.8875,0.4825,0.15994994,8000.0,0.86777085
0.11970165,-3.8368187,1620.0,80,0.24339804,0.93125,0.47124999999999995,0.16005087,8100.0,0.86787033
0.11974848,-3.8085368,1640.0,81,0.24345194,0.925,0.455625,0.16016506,8200.0,0.86796
0.11998734,-3.4561768,1660.0,82,0.24351521,0.934375,0.45187499999999997,0.1603104,8300.0,0.8680375
0.12003031,-4.15533,1680.0,83,0.24353765,0.9125,0.459375,0.16042387,8400.0,0.86813337
0.12006551,-4.0736837,1700.0,84,0.24359661,0.871875,0.4475,0.16053513,8500.0,0.8682101
0.12009514,-4.2736225,1720.0,85,0.24363033,0.865625,0.473125,0.16060525,8600.0,0.86832196
0.12013089,-4.4387507,1740.0,86,0.24365655,0.859375,0.450625,0.16070643,8700.0,0.8683831
0.12019444,-4.130561,1760.0,87,0.24371223,0.8562500000000001,0.464375,0.16079694,8800.0,0.86845905
0.120236,-3.8630638,1780.0,88,0.24374968,0.9,0.43374999999999997,0.16089632,8900.0,0.8685097
0.12025557,-3.7926903,1800.0,89,0.24379723,0.915625,0.446875,0.16097574,9000.0,0.86858225
0.120354526,-3.7718806,1820.0,90,0.24382585,0.8875,0.445,0.1610437,9100.0,0.86859566
0.1204327,-4.4554644,1840.0,91,0.24387375,0.8062499999999999,0.433125,0.16112287,9200.0,0.86865073
0.120450914,-4.4079957,1860.0,92,0.24390177,0.8375,0.405,0.16117527,9300.0,0.8687138
0.120446704,-5.174418,1880.0,93,0.24392422,0.728125,0.41500000000000004,0.1612709,9400.0,0.8687789
0.12044481,-4.658532,1900.0,94,0.2439574,0.76875,0.41625,0.1613522,9500.0,0.86883277
0.12047392,-4.900646,1920.0,95,0.24398655,0.76875,0.43875,0.16145386,9600.0,0.86889607
0.12051886,-4.3781137,1940.0,96,0.24403721,0.834375,0.46312499999999995,0.16155304,9700.0,0.8689731
0.1207211,-3.7361174,1960.0,97,0.24407539,0.9125000000000001,0.46625,0.1616787,9800.0,0.86903524
0.12071705,-4.27031,1980.0,98,0.24411865,0.8374999999999999,0.46499999999999997,0.1617268,9900.0,0.8690955
0.120789476,-3.9540935,2000.0,99,0.24413656,0.8999999999999999,0.47562499999999996,0.16178188,10000.0,0.8691428
0.12083313,-3.6725059,2020.0,100,0.24417366,0.8999999999999999,0.46625,0.16184212,10100.0,0.8691816
0.12089259,-3.7549791,2040.0,101,0.24421108,0.903125,0.458125,0.16192146,10200.0,0.8692414
0.12090572,-4.232847,2060.0,102,0.244236,0.84375,0.46625,0.16195448,10300.0,0.8693154
0.121005334,-3.6006474,2080.0,103,0.24426106,0.909375,0.44437499999999996,0.16202354,10400.0,0.8693455
0.12097176,-3.7607176,2100.0,104,0.24430677,0.9031250000000001,0.48687499999999995,0.16205494,10500.0,0.86938643
0.12098285,-3.6731424,2120.0,105,0.2443291,0.8687499999999999,0.49625,0.16209404,10600.0,0.86943346
0.12095948,-3.6286604,2140.0,106,0.24434009,0.934375,0.44625,0.16213478,10700.0,0.86944515
0.12097124,-3.7793865,2160.0,107,0.24435672,0.896875,0.48187499999999994,0.16214843,10800.0,0.8694834
0.12096363,-4.012167,2180.0,108,0.24438179,0.88125,0.4774999999999999,0.16219014,10900.0,0.8695378
0.1209641,-3.7916272,2200.0,109,0.24440274,0.90625,0.48124999999999996,0.16221449,11000.0,0.869582
0.12097281,-3.5552492,2220.0,110,0.24442054,0.9093749999999999,0.46375,0.16221136,11100.0,0.8696525
0.12098569,-3.845962,2240.0,111,0.2444376,0.890625,0.479375,0.16226286,11200.0,0.86969876
0.120990455,-3.585371,2260.0,112,0.24446146,0.9468749999999999,0.4475,0.16229695,11300.0,0.8696995
0.1209716,-3.977745,2280.0,113,0.24447122,0.875,0.458125,0.16230841,11400.0,0.8697286
0.12097529,-4.08251,2300.0,114,0.24449676,0.846875,0.4675,0.16229482,11500.0,0.8697524
0.121008635,-3.7368453,2320.0,115,0.24450389,0.8812500000000001,0.46062499999999995,0.16233471,11600.0,0.8697767
0.121048056,-3.6082416,2340.0,116,0.24452583,0.9375,0.463125,0.16237082,11700.0,0.86978596
0.12104874,-4.0497174,2360.0,117,0.24454065,0.865625,0.450625,0.16241175,11800.0,0.8698116
0.12109103,-3.4227686,2380.0,118,0.24454606,0.903125,0.455625,0.16240555,11900.0,0.8698578
0.12117519,-4.1415234,2400.0,119,0.24454746,0.871875,0.4725,0.16239777,12000.0,0.86988324
0.1211705,-3.821674,2420.0,120,0.2445508,0.89375,0.47125,0.1624234,12100.0,0.8698918
0.121173345,-4.2318335,2440.0,121,0.24456571,0.81875,0.44875,0.16245869,12200.0,0.86990976
0.121163726,-3.931206,2460.0,122,0.24457413,0.85625,0.468125,0.16247074,12300.0,0.869901
0.121340014,-3.5832658,2480.0,123,0.24457768,0.9,0.436875,0.16256046,12400.0,0.86992663
0.121342055,-3.845761,2500.0,124,0.24458939,0.85,0.446875,0.16260459,12500.0,0.86994237
0.12138776,-3.8565397,2520.0,125,0.24457857,0.88125,0.44875,0.16260338,12600.0,0.86996007
0.12138641,-3.6517544,2540.0,126,0.24459036,0.8875,0.44125,0.16262826,12700.0,0.8699613
0.1214177,-3.582001,2560.0,127,0.24460362,0.90625,0.45375,0.16264199,12800.0,0.8699766
0.12142386,-3.8014553,2580.0,128,0.24461032,0.90625,0.455625,0.16262878,12900.0,0.8699947
0.12141474,-3.8003662,2600.0,129,0.24461019,0.890625,0.468125,0.16266017,13000.0,0.8700357
0.1214082,-3.8478112,2620.0,130,0.24460743,0.86875,0.470625,0.16266774,13100.0,0.8700587
0.12139381,-4.381686,2640.0,131,0.24460874,0.778125,0.42125,0.16271305,13200.0,0.87007016
0.12137669,-4.4221816,2660.0,132,0.24461101,0.8374999999999999,0.454375,0.16270761,13300.0,0.8700717
0.121358044,-4.2061253,2680.0,133,0.24459225,0.878125,0.47124999999999995,0.16271453,13400.0,0.8700797
0.1213486,-3.7851162,2700.0,134,0.24460171,0.925,0.468125,0.16272871,13500.0,0.8700981
0.12135831,-4.028761,2720.0,135,0.24462098,0.85,0.45,0.16276237,13600.0,0.8701081
0.12135539,-3.7793489,2740.0,136,0.24462855,0.859375,0.46562499999999996,0.16278572,13700.0,0.8701088
0.121337235,-3.4800663,2760.0,137,0.24464282,0.95,0.48812500000000003,0.16280097,13800.0,0.8701358
0.12134866,-3.7140942,2780.0,138,0.24465452,0.878125,0.4675,0.16284066,13900.0,0.8701575
0.12134329,-3.2851825,2800.0,139,0.24466126,0.9437500000000001,0.465625,0.16284595,14000.0,0.8701949
0.12139978,-3.7448804,2820.0,140,0.24467821,0.8875,0.46562499999999996,0.16288738,14100.0,0.87019587
0.12140298,-3.3872902,2840.0,141,0.24468865,0.94375,0.46625,0.16291583,14200.0,0.8701963
0.12140734,-3.7205071,2860.0,142,0.24470037,0.90625,0.458125,0.16294561,14300.0,0.87018794
0.12142745,-4.0657244,2880.0,143,0.2447129,0.878125,0.45687500000000003,0.16295132,14400.0,0.870198
0.12143826,-3.6181107,2900.0,144,0.24470726,0.91875,0.45062499999999994,0.16294071,14500.0,0.87020016
0.12146077,-3.3885999,2920.0,145,0.24471739,0.93125,0.450625,0.16295013,14600.0,0.87022567
0.12147979,-3.5228639,2940.0,146,0.24472286,0.953125,0.47625,0.16295676,14700.0,0.8702205
0.12148044,-3.515332,2960.0,147,0.24473915,0.89375,0.46812499999999996,0.16299576,14800.0,0.87024266
0.12149579,-3.5035565,2980.0,148,0.24474472,0.896875,0.47125,0.16300587,14900.0,0.8702592
0.1214996,-4.1347,3000.0,149,0.24475062,0.85625,0.448125,0.16301128,15000.0,0.8702726
0.12151125,-4.10982,3020.0,150,0.24477474,0.871875,0.44,0.16303901,15100.0,0.8703146
0.12151707,-3.8704748,3040.0,151,0.24479714,0.8968750000000001,0.46375,0.16307156,15200.0,0.8703408
0.121529184,-4.049261,3060.0,152,0.24479674,0.8531249999999999,0.44,0.16310765,15300.0,0.87033296
0.12156842,-3.9522307,3080.0,153,0.24481173,0.85625,0.42625,0.1631571,15400.0,0.87033945
0.12176993,-3.6364622,3100.0,154,0.24480124,0.9125,0.444375,0.16319962,15500.0,0.87032795
0.121756755,-3.5207448,3120.0,155,0.24480739,0.9375,0.434375,0.16321152,15600.0,0.8703389
0.121744074,-3.9033844,3140.0,156,0.24480492,0.8843749999999999,0.4725,0.16323224,15700.0,0.87032586
0.12174267,-3.6947174,3160.0,157,0.2448098,0.8999999999999999,0.44375,0.1632621,15800.0,0.87032324
0.12176391,-3.8110962,3180.0,158,0.2448225,0.871875,0.44437499999999996,0.1632843,15900.0,0.87033504
0.1217792,-4.223967,3200.0,159,0.24482197,0.828125,0.434375,0.1633036,16000.0,0.8703477
0.1217834,-3.556252,3220.0,160,0.2448381,0.93125,0.4225,0.16333772,16100.0,0.8703623
0.12180275,-4.506125,3240.0,161,0.24484476,0.834375,0.41000000000000003,0.16336784,16200.0,0.87035865
0.12193667,-3.5370293,3260.0,162,0.2448481,0.925,0.44499999999999995,0.16338524,16300.0,0.8703727
0.121956415,-3.549285,3280.0,163,0.24485277,0.9125000000000001,0.450625,0.16342247,16400.0,0.87039036
0.12195059,-3.9984536,3300.0,164,0.24485423,0.853125,0.45687500000000003,0.16342965,16500.0,0.8704174
0.12194876,-3.812542,3320.0,165,0.24486813,0.8656250000000001,0.45562499999999995,0.16343966,16600.0,0.8704292
0.12193316,-3.545854,3340.0,166,0.24488392,0.91875,0.44875,0.16346861,16700.0,0.8704464
0.12194344,-3.982802,3360.0,167,0.24488613,0.865625,0.431875,0.16349924,16800.0,0.8704691
0.12219665,-3.6393814,3380.0,168,0.24488682,0.88125,0.453125,0.1635687,16900.0,0.8704734
0.12221209,-3.602045,3400.0,169,0.24489193,0.93125,0.418125,0.16361085,17000.0,0.870475
0.122216515,-3.3351612,3420.0,170,0.2448979,0.9437500000000001,0.45562500000000006,0.16362767,17100.0,0.8704855
0.122222036,-3.722043,3440.0,171,0.24490397,0.909375,0.44625,0.16364719,17200.0,0.8704966
0.122222066,-3.5023189,3460.0,172,0.24489996,0.9281250000000001,0.4425,0.16366833,17300.0,0.87049985
0.12224317,-3.600553,3480.0,173,0.24490032,0.9125000000000001,0.448125,0.16369577,17400.0,0.8705003
0.12223039,-3.8893628,3500.0,174,0.24489969,0.88125,0.46562499999999996,0.16371864,17500.0,0.8705153
0.12223784,-3.8076248,3520.0,175,0.2448975,0.8999999999999999,0.416875,0.16372852,17600.0,0.8704946
0.12226027,-3.644436,3540.0,176,0.24489444,0.890625,0.44937499999999997,0.16375308,17700.0,0.8705041
0.122290395,-3.543075,3560.0,177,0.24491304,0.903125,0.44875,0.16377965,17800.0,0.87052107
0.12227259,-4.2705126,3580.0,178,0.24491188,0.8500000000000001,0.45375,0.16379343,17900.0,0.87052923
0.12226075,-3.789338,3600.0,179,0.24491145,0.871875,0.458125,0.16382004,18000.0,0.8705469
0.122252315,-3.3861496,3620.0,180,0.24492687,0.95,0.45875,0.16382423,18100.0,0.8705592
0.12227217,-3.7475576,3640.0,181,0.24493252,0.91875,0.476875,0.16382809,18200.0,0.8705651
0.12225757,-3.6459308,3660.0,182,0.2449389,0.9093749999999999,0.46187500000000004,0.16382925,18300.0,0.87057334
0.12226776,-3.9642963,3680.0,183,0.24494179,0.846875,0.4275,0.16384807,18400.0,0.8705781
0.12226728,-3.694492,3700.0,184,0.24494691,0.89375,0.459375,0.1638638,18500.0,0.8705786
0.12226984,-3.4846294,3720.0,185,0.24495211,0.928125,0.461875,0.16388762,18600.0,0.870588
0.122285284,-3.7666793,3740.0,186,0.24496303,0.88125,0.448125,0.16390508,18700.0,0.87060046
0.12229681,-3.7979941,3760.0,187,0.24496213,0.8875,0.470625,0.16390221,18800.0,0.8706065
0.12226728,-3.7649534,3780.0,188,0.24497089,0.878125,0.4475,0.16390646,18900.0,0.87062216
0.12225721,-3.5105774,3800.0,189,0.24497698,0.9375,0.4425,0.16392344,19000.0,0.8706245
0.12227372,-3.7618551,3820.0,190,0.24498445,0.896875,0.455625,0.16392933,19100.0,0.8706148
0.12233296,-4.0659275,3840.0,191,0.24498563,0.8624999999999999,0.44375,0.16394515,19200.0,0.87061876
0.12232707,-3.4867907,3860.0,192,0.24498372,0.940625,0.448125,0.16396862,19300.0,0.8706104
0.12232765,-4.0158052,3880.0,193,0.24499092,0.86875,0.475,0.16398144,19400.0,0.87061745
0.12231349,-3.8551946,3900.0,194,0.24499027,0.8843749999999999,0.45375,0.1639912,19500.0,0.870621
0.12232393,-3.6228359,3920.0,195,0.24498707,0.903125,0.43624999999999997,0.16400343,19600.0,0.8706284
0.122324385,-3.3214457,3940.0,196,0.2449926,0.9593750000000001,0.45375,0.16400404,19700.0,0.8706391
0.122335695,-3.941958,3960.0,197,0.24499573,0.896875,0.445,0.16400823,19800.0,0.87065154
0.12232554,-3.7888532,3980.0,198,0.24499756,0.8875000000000001,0.4425,0.16401203,19900.0,0.87064534
0.12231809,-3.949391,4000.0,199,0.24500038,0.840625,0.453125,0.16401419,20000.0,0.8706563
0.12232444,-3.99392,4020.0,200,0.24500088,0.8875,0.44625000000000004,0.1640039,20100.0,0.87065846
0.1223016,-4.520727,4040.0,201,0.24500711,0.815625,0.45312499999999994,0.1639991,20200.0,0.8706611
0.1222735,-3.9481578,4060.0,202,0.24500942,0.846875,0.445,0.16399229,20300.0,0.870652
0.1222351,-4.609954,4080.0,203,0.24500675,0.753125,0.433125,0.16397682,20400.0,0.87063235
0.12220869,-4.210225,4100.0,204,0.24500069,0.83125,0.42562500000000003,0.16394733,20500.0,0.8706169
0.1222199,-4.013873,4120.0,205,0.24499269,0.865625,0.41000000000000003,0.16394772,20600.0,0.87059635
